"Sender.HCHL","Receiver.HCHL","Weight","Year","n","sum.value","avg.value.pair","sum.value.cnst","avg.value.pair.cnst"
"L_NHC","L_HHC","distant",2010,15,2.1,0.14,2.24,0.149333333333333
"L_NHC","L_HHC","distant",2011,20,3,0.15,3.01,0.1505
"L_NHC","L_HHC","distant",2012,20,5.75,0.2875,5.94,0.297
"L_NHC","L_HHC","distant",2013,15,1.66,0.110666666666667,1.68,0.112
"L_NHC","L_HHC","distant",2014,18,1.92,0.106666666666667,1.95,0.108333333333333
"L_NHC","L_HHC","distant",2015,24,5.4,0.225,6.08,0.253333333333333
"L_NHC","L_HHC","distant",2016,22,6.83,0.310454545454545,7.79,0.354090909090909
"L_NHC","L_HHC","distant",2017,19,8.28,0.435789473684211,9.27,0.487894736842105
"L_NHC","L_HHC","distant",2018,19,10.83,0.57,11.64,0.612631578947368
"L_NHC","L_HHC","distant",2019,18,12.02,0.667777777777778,13.16,0.731111111111111
"L_NHC","L_HHC","distant",2020,25,7.83,0.3132,8.33,0.3332
"L_NHC","L_HHC","distant",2021,22,7.54,0.342727272727273,7.54,0.342727272727273
"L_NHC","L_LHC","distant",2008,4,1.12,0.28,1.17,0.2925
"L_NHC","L_LHC","distant",2009,2,0.21,0.105,0.23,0.115
"L_NHC","L_LHC","distant",2010,22,1.68,0.0763636363636364,1.78,0.0809090909090909
"L_NHC","L_LHC","distant",2011,34,3.78,0.111176470588235,3.78,0.111176470588235
"L_NHC","L_LHC","distant",2012,31,4.69,0.151290322580645,4.84,0.156129032258065
"L_NHC","L_LHC","distant",2013,30,2.44,0.0813333333333333,2.48,0.0826666666666667
"L_NHC","L_LHC","distant",2014,29,2.34,0.0806896551724138,2.42,0.083448275862069
"L_NHC","L_LHC","distant",2015,32,4.97,0.1553125,5.64,0.17625
"L_NHC","L_LHC","distant",2016,29,2.6,0.0896551724137931,2.96,0.102068965517241
"L_NHC","L_LHC","distant",2017,31,2.25,0.0725806451612903,2.5,0.0806451612903226
"L_NHC","L_LHC","distant",2018,32,3.91,0.1221875,4.19,0.1309375
"L_NHC","L_LHC","distant",2019,30,3.2,0.106666666666667,3.47,0.115666666666667
"L_NHC","L_LHC","distant",2020,35,5.12,0.146285714285714,5.48,0.156571428571429
"L_NHC","L_LHC","distant",2021,34,5.36,0.157647058823529,5.36,0.157647058823529
"L_NHC","L_NHC","adjacent",2008,2,1.09,0.545,1.14,0.57
"L_NHC","L_NHC","adjacent",2009,2,0.29,0.145,0.32,0.16
"L_NHC","L_NHC","adjacent",2010,3,21.06,7.02,22.52,7.50666666666667
"L_NHC","L_NHC","adjacent",2011,3,20.35,6.78333333333333,20.52,6.84
"L_NHC","L_NHC","adjacent",2012,3,19.81,6.60333333333333,20.45,6.81666666666667
"L_NHC","L_NHC","adjacent",2013,3,15.04,5.01333333333333,15.39,5.13
"L_NHC","L_NHC","adjacent",2014,3,64.11,21.37,65.45,21.8166666666667
"L_NHC","L_NHC","adjacent",2015,3,20.77,6.92333333333333,23.55,7.85
"L_NHC","L_NHC","adjacent",2016,3,30.44,10.1466666666667,34.73,11.5766666666667
"L_NHC","L_NHC","adjacent",2017,3,26.65,8.88333333333333,29.85,9.95
"L_NHC","L_NHC","adjacent",2018,3,41.44,13.8133333333333,44.53,14.8433333333333
"L_NHC","L_NHC","adjacent",2019,3,46.34,15.4466666666667,50.73,16.91
"L_NHC","L_NHC","adjacent",2020,3,58.8,19.6,62.52,20.84
"L_NHC","L_NHC","adjacent",2021,3,69.92,23.3066666666667,69.92,23.3066666666667
"L_NHC","L_NHC","distant",2009,1,2.66,2.66,2.87,2.87
"L_NHC","L_NHC","distant",2010,5,0.17,0.034,0.18,0.036
"L_NHC","L_NHC","distant",2011,7,0.53,0.0757142857142857,0.53,0.0757142857142857
"L_NHC","L_NHC","distant",2012,6,0.75,0.125,0.77,0.128333333333333
"L_NHC","L_NHC","distant",2013,8,0.24,0.03,0.24,0.03
"L_NHC","L_NHC","distant",2014,5,0.27,0.054,0.27,0.054
"L_NHC","L_NHC","distant",2015,5,0.32,0.064,0.37,0.074
"L_NHC","L_NHC","distant",2016,9,0.3,0.0333333333333333,0.35,0.0388888888888889
"L_NHC","L_NHC","distant",2017,9,0.27,0.03,0.3,0.0333333333333333
"L_NHC","L_NHC","distant",2018,7,0.23,0.0328571428571429,0.24,0.0342857142857143
"L_NHC","L_NHC","distant",2019,8,0.33,0.04125,0.36,0.045
"L_NHC","L_NHC","distant",2020,11,0.43,0.0390909090909091,0.46,0.0418181818181818
"L_NHC","L_NHC","distant",2021,12,0.58,0.0483333333333333,0.58,0.0483333333333333
