"TIME","Sender.ISO3","Receiver.ISO3","DONOR","RECIPIENT","Distance","Weight","ID","transactions"
2012,"DEU","ERI",5,271,"distant",146.99,1194,28
1997,"DEU","ETH",5,238,"distant",3224.2,1195,34
1992,"DEU","FJI",5,832,"distant",37.7,1196,34
2009,"DEU","FSM",5,860,"distant",1.45,1197,15
1997,"DEU","GAB",5,239,"distant",28.72,1198,24
2021,"DEU","GEO",5,612,"distant",1648.12,1199,28
1989,"DEU","GHA",5,241,"distant",2037.49,1200,34
1996,"DEU","GIN",5,243,"distant",596.33,1201,34
1993,"DEU","GMB",5,240,"distant",86.36,1202,34
2009,"DEU","GNB",5,244,"distant",42.91,1203,34
1998,"DEU","GNQ",5,245,"distant",7.74,1204,28
2008,"DEU","GRD",5,381,"distant",14.05,1205,31
1990,"DEU","GTM",5,347,"distant",684.32,1206,34
1996,"DEU","GUY",5,446,"distant",52.19,1207,34
2003,"DEU","HND",5,351,"distant",658.77,1208,33
1996,"DEU","HRV",5,62,"distant",194.56,1209,13
2009,"DEU","HTI",5,349,"distant",371.98,1210,34
2018,"DEU","IDN",5,738,"distant",5248.27,1211,28
1996,"DEU","IND",5,645,"distant",8073.44,1212,31
1991,"DEU","IRN",5,540,"distant",1941.32,1213,34
2018,"DEU","IRQ",5,543,"distant",9850.74,1214,34
1990,"DEU","ISR",5,546,"distant",656.67,1215,6
1992,"DEU","JAM",5,354,"distant",117.35,1216,9
2013,"DEU","JOR",5,549,"distant",3545.65,1217,34
2020,"DEU","KAZ",5,613,"distant",480.19,1218,29
2005,"DEU","KEN",5,248,"distant",2264.75,1219,34
2019,"DEU","KGZ",5,614,"distant",606.98,1220,28
2013,"DEU","KHM",5,728,"distant",859.2,1221,34
2018,"DEU","KIR",5,836,"distant",0.95,1222,19
1999,"DEU","KOR",5,742,"distant",300.43,1223,16
1990,"DEU","KWT",5,552,"distant",8.2,1224,17
2005,"DEU","LAO",5,745,"distant",654.71,1225,33
2017,"DEU","LBN",5,555,"distant",2159.99,1226,34
2017,"DEU","LBR",5,251,"distant",960.49,1227,26
1996,"DEU","LBY",5,133,"distant",473.9,1228,34
1988,"DEU","LCA",5,383,"distant",1.03,1229,32
2008,"DEU","LKA",5,640,"distant",515.16,1230,26
1992,"DEU","LSO",5,249,"distant",226.03,1231,34
2011,"DEU","MAR",5,136,"distant",3514.99,1232,32
2017,"DEU","MDA",5,93,"distant",231.84,1233,29
1989,"DEU","MDG",5,252,"distant",810.28,1234,34
2001,"DEU","MDV",5,655,"distant",14.95,1235,33
2007,"DEU","MEX",5,358,"distant",2219.52,1236,33
2004,"DEU","MHL",5,859,"distant",6.28,1237,11
2020,"DEU","MKD",5,66,"distant",400.03,1238,24
1997,"DEU","MLI",5,255,"distant",1758.51,1239,34
2004,"DEU","MMR",5,635,"distant",845.8,1240,34
2020,"DEU","MNE",5,65,"distant",108.28,1241,12
2004,"DEU","MNG",5,753,"distant",704.71,1242,33
2016,"DEU","MOZ",5,259,"distant",2326.11,1243,34
2008,"DEU","MRT",5,256,"distant",574.33,1244,33
2018,"DEU","MUS",5,257,"distant",50.38,1245,15
2014,"DEU","MWI",5,253,"distant",1348.85,1246,34
2004,"DEU","MYS",5,751,"distant",311.85,1247,34
2013,"DEU","NAM",5,275,"distant",1119.61,1248,34
2002,"DEU","NER",5,260,"distant",1267.4,1249,34
2009,"DEU","NGA",5,261,"distant",4476.34,1250,34
1995,"DEU","NIC",5,364,"distant",1701.91,1251,34
2009,"DEU","NPL",5,660,"distant",1410.14,1252,34
1991,"DEU","NRU",5,845,"distant",0.02,1253,2
2014,"DEU","PAK",5,665,"distant",2471.1,1254,31
1995,"DEU","PAN",5,366,"distant",64.39,1255,32
1995,"DEU","PER",5,454,"distant",2125.76,1256,33
2003,"DEU","PHL",5,755,"distant",1287.41,1257,33
2008,"DEU","PLW",5,861,"distant",2.68,1258,17
1999,"DEU","PNG",5,862,"distant",116.38,1259,32
2002,"DEU","PRK",5,740,"distant",143.39,1260,34
2009,"DEU","PRY",5,451,"distant",243.03,1261,34
1997,"DEU","PSE",5,550,"distant",2606.48,1262,28
2001,"DEU","QAT",5,561,"distant",1.2,1263,17
1989,"DEU","RWA",5,266,"distant",1178,1264,34
2003,"DEU","SAU",5,566,"distant",26.78,1265,20
2021,"DEU","SDN",5,278,"distant",1405.91,1266,34
1990,"DEU","SEN",5,269,"distant",1155.87,1267,34
2013,"DEU","SLB",5,866,"distant",11.24,1268,28
2018,"DEU","SLE",5,272,"distant",497.79,1269,34
2004,"DEU","SLV",5,342,"distant",570.91,1270,33
2020,"DEU","SOM",5,273,"distant",1391.35,1271,34
2002,"DEU","SRB",5,63,"distant",2611.59,1272,27
2011,"DEU","SSD",5,279,"distant",1082.59,1273,11
2008,"DEU","STP",5,268,"distant",24.55,1274,26
1989,"DEU","SUR",5,457,"distant",1.68,1275,34
1999,"DEU","SVN",5,61,"distant",26.16,1276,3
2011,"DEU","SWZ",5,280,"distant",37.87,1277,12
2018,"DEU","SYR",5,573,"distant",6425.04,1278,30
2000,"DEU","TCD",5,232,"distant",750.02,1279,34
2020,"DEU","TGO",5,283,"distant",713.08,1280,34
1988,"DEU","THA",5,764,"distant",641.7,1281,24
2012,"DEU","TJK",5,615,"distant",468.62,1282,29
2013,"DEU","TKM",5,616,"distant",31.58,1283,28
2016,"DEU","TLS",5,765,"distant",134.57,1284,22
2008,"DEU","TON",5,870,"distant",4.84,1285,17
1997,"DEU","TUN",5,139,"distant",2087.57,1286,27
2012,"DEU","TUR",5,55,"distant",3840.08,1287,24
2003,"DEU","TUV",5,872,"distant",0.99,1288,16
1992,"DEU","TWN",5,732,"distant",121.1,1289,17
1999,"DEU","TZA",5,282,"distant",2265.33,1290,34
2017,"DEU","UGA",5,285,"distant",1446.51,1291,34
1993,"DEU","UKR",5,85,"distant",4440.97,1292,32
2011,"DEU","UZB",5,617,"distant",564.51,1293,29
1997,"DEU","VCT",5,384,"distant",1.06,1294,25
2004,"DEU","VEN",5,463,"distant",298.62,1295,34
2016,"DEU","VNM",5,769,"distant",2772.48,1296,34
1993,"DEU","VUT",5,854,"distant",1.2,1297,13
1993,"DEU","WSM",5,880,"distant",13.47,1298,25
2009,"DEU","YEM",5,580,"distant",3018.92,1299,34
2004,"DEU","ZAF",5,218,"distant",2404.78,1300,28
2015,"DEU","ZMB",5,288,"distant",2304.27,1301,34
2020,"DEU","ZWE",5,265,"distant",1070.6,1302,34
2010,"DNK","AFG",3,625,"distant",1189.53,1303,33
1997,"DNK","AGO",3,225,"distant",61.15,1304,29
1994,"DNK","ALB",3,71,"distant",49.14,1305,28
1996,"DNK","ARG",3,425,"distant",2.2,1306,8
2000,"DNK","ARM",3,610,"distant",24.42,1307,25
2011,"DNK","AZE",3,611,"distant",0.23,1308,6
2008,"DNK","BDI",3,228,"distant",36.19,1309,23
1994,"DNK","BEN",3,236,"distant",548.1,1310,28
2005,"DNK","BFA",3,287,"distant",1038.77,1311,34
1994,"DNK","BGD",3,666,"distant",1349.28,1312,34
2005,"DNK","BIH",3,64,"distant",36.3,1313,21
2002,"DNK","BLR",3,86,"distant",22.83,1314,26
1992,"DNK","BLZ",3,352,"distant",0.69,1315,4
1992,"DNK","BOL",3,428,"distant",660.18,1316,33
2001,"DNK","BRA",3,431,"distant",13.58,1317,18
1994,"DNK","BTN",3,630,"distant",277.32,1318,27
2004,"DNK","BWA",3,227,"distant",43.91,1319,23
1998,"DNK","CAF",3,231,"distant",44.43,1320,21
2008,"DNK","CHN",3,730,"distant",195.69,1321,25
2009,"DNK","CIV",3,247,"distant",20.94,1322,16
2000,"DNK","CMR",3,229,"distant",95.53,1323,22
2011,"DNK","COD",3,235,"distant",41.78,1324,17
2012,"DNK","COG",3,234,"distant",6.33,1325,8
2010,"DNK","COL",3,437,"distant",10.93,1326,27
1998,"DNK","CPV",3,230,"distant",9.82,1327,14
1993,"DNK","CRI",3,336,"distant",23.9,1328,15
1998,"DNK","CUB",3,338,"distant",11.5,1329,12
1989,"DNK","DJI",3,274,"distant",1.54,1330,10
1995,"DNK","DMA",3,378,"distant",0.06,1331,2
1997,"DNK","DOM",3,340,"distant",7.93,1332,20
2020,"DNK","DZA",3,130,"distant",6.04,1333,5
2006,"DNK","ECU",3,440,"distant",31.31,1334,21
2008,"DNK","EGY",3,142,"distant",615.22,1335,28
2005,"DNK","ERI",3,271,"distant",100.36,1336,22
1997,"DNK","ETH",3,238,"distant",474.88,1337,34
1997,"DNK","FJI",3,832,"distant",0.12,1338,5
2009,"DNK","GEO",3,612,"distant",51.78,1339,21
2007,"DNK","GHA",3,241,"distant",1408.53,1340,34
2011,"DNK","GIN",3,243,"distant",30.46,1341,17
1998,"DNK","GMB",3,240,"distant",27.56,1342,23
1991,"DNK","GNB",3,244,"distant",19.67,1343,23
2008,"DNK","GTM",3,347,"distant",69.03,1344,26
1993,"DNK","GUY",3,446,"distant",4.51,1345,7
2014,"DNK","HND",3,351,"distant",68.48,1346,30
2006,"DNK","HRV",3,62,"distant",6.19,1347,11
1993,"DNK","HTI",3,349,"distant",26.68,1348,13
1999,"DNK","IDN",3,738,"distant",223.94,1349,34
1997,"DNK","IND",3,645,"distant",515.25,1350,28
2020,"DNK","IRN",3,540,"distant",9.46,1351,18
2010,"DNK","IRQ",3,543,"distant",336.04,1352,19
1993,"DNK","ISR",3,546,"distant",0.12,1353,1
2013,"DNK","JOR",3,549,"distant",57.53,1354,25
2002,"DNK","KAZ",3,613,"distant",3.62,1355,16
2015,"DNK","KEN",3,248,"distant",1209.21,1356,34
2005,"DNK","KGZ",3,614,"distant",28.07,1357,23
1994,"DNK","KHM",3,728,"distant",149.87,1358,30
1989,"DNK","KOR",3,742,"distant",2.72,1359,3
2006,"DNK","LAO",3,745,"distant",30.74,1360,22
2012,"DNK","LBN",3,555,"distant",101.16,1361,17
1991,"DNK","LBR",3,251,"distant",73.88,1362,26
2020,"DNK","LBY",3,133,"distant",27.05,1363,12
1990,"DNK","LKA",3,640,"distant",178.38,1364,24
2002,"DNK","LSO",3,249,"distant",43.95,1365,23
1993,"DNK","MAR",3,136,"distant",42,1366,19
2008,"DNK","MDA",3,93,"distant",31.35,1367,21
2009,"DNK","MDG",3,252,"distant",5.47,1368,18
1997,"DNK","MDV",3,655,"distant",46.23,1369,22
2019,"DNK","MEX",3,358,"distant",11.18,1370,14
2010,"DNK","MKD",3,66,"distant",8.4,1371,19
2012,"DNK","MLI",3,255,"distant",528.84,1372,33
2014,"DNK","MMR",3,635,"distant",286.18,1373,27
2013,"DNK","MNE",3,65,"distant",2.66,1374,6
2009,"DNK","MNG",3,753,"distant",45.55,1375,23
1998,"DNK","MOZ",3,259,"distant",1703.63,1376,34
2020,"DNK","MRT",3,256,"distant",13.54,1377,12
2005,"DNK","MWI",3,253,"distant",227.18,1378,28
2001,"DNK","MYS",3,751,"distant",154.04,1379,23
2005,"DNK","NAM",3,275,"distant",84.04,1380,20
2014,"DNK","NER",3,260,"distant",354.43,1381,34
2003,"DNK","NGA",3,261,"distant",347.04,1382,28
2012,"DNK","NIC",3,364,"distant",668.24,1383,30
2009,"DNK","NPL",3,660,"distant",791.72,1384,33
2015,"DNK","PAK",3,665,"distant",136.3,1385,18
2007,"DNK","PAN",3,366,"distant",5.41,1386,11
2013,"DNK","PER",3,454,"distant",40.09,1387,29
2013,"DNK","PHL",3,755,"distant",79.02,1388,29
2016,"DNK","PLW",3,861,"distant",0.02,1389,1
1995,"DNK","PNG",3,862,"distant",0.16,1390,5
2008,"DNK","PRK",3,740,"distant",5.31,1391,8
2007,"DNK","PRY",3,451,"distant",2.12,1392,8
2009,"DNK","PSE",3,550,"distant",390.39,1393,28
2000,"DNK","RWA",3,266,"distant",46.71,1394,26
1988,"DNK","SDN",3,278,"distant",367.88,1395,34
2020,"DNK","SEN",3,269,"distant",27.31,1396,22
2002,"DNK","SLB",3,866,"distant",0.86,1397,7
1989,"DNK","SLE",3,272,"distant",38.92,1398,29
2005,"DNK","SLV",3,342,"distant",24.61,1399,21
2003,"DNK","SOM",3,273,"distant",510.16,1400,31
2013,"DNK","SRB",3,63,"distant",50.48,1401,20
2013,"DNK","SSD",3,279,"distant",253.95,1402,11
1999,"DNK","SVN",3,61,"distant",0.74,1403,5
1995,"DNK","SWZ",3,280,"distant",17.96,1404,9
2018,"DNK","SYR",3,573,"distant",520.92,1405,17
1992,"DNK","TCD",3,232,"distant",9.59,1406,13
1989,"DNK","TGO",3,283,"distant",20,1407,20
1989,"DNK","THA",3,764,"distant",226,1408,26
2012,"DNK","TJK",3,615,"distant",6.67,1409,14
2011,"DNK","TKM",3,616,"distant",0.03,1410,1
2002,"DNK","TLS",3,765,"distant",2.29,1411,11
2006,"DNK","TON",3,870,"distant",0.32,1412,4
2013,"DNK","TUN",3,139,"distant",29.6,1413,12
2019,"DNK","TUR",3,55,"distant",95.3,1414,22
2010,"DNK","TZA",3,282,"distant",2692.13,1415,34
2005,"DNK","UGA",3,285,"distant",1871.11,1416,34
2015,"DNK","UKR",3,85,"distant",229.11,1417,28
1997,"DNK","UZB",3,617,"distant",0.37,1418,5
1997,"DNK","VEN",3,463,"distant",3.23,1419,5
2004,"DNK","VNM",3,769,"distant",1152.72,1420,31
2020,"DNK","VUT",3,854,"distant",0.08,1421,3
1989,"DNK","YEM",3,580,"distant",269.28,1422,31
1998,"DNK","ZAF",3,218,"distant",410.03,1423,29
2020,"DNK","ZMB",3,288,"distant",796.01,1424,32
2021,"DNK","ZWE",3,265,"distant",553.04,1425,32
2017,"ESP","AFG",50,625,"distant",485.22,1426,25
2013,"ESP","AGO",50,225,"distant",411.4,1427,26
2020,"ESP","ALB",50,71,"distant",88.82,1428,22
2001,"ESP","ARE",50,576,"distant",0.06,1429,4
2021,"ESP","ARG",50,425,"distant",514.45,1430,21
2013,"ESP","ARM",50,610,"distant",9.41,1431,24
2021,"ESP","ATG",50,377,"distant",0.46,1432,7
2008,"ESP","AZE",50,611,"distant",3.03,1433,19
2017,"ESP","BDI",50,228,"distant",24.73,1434,31
2007,"ESP","BEN",50,236,"distant",22.71,1435,32
2016,"ESP","BFA",50,287,"distant",95.19,1436,32
2014,"ESP","BGD",50,666,"distant",51.16,1437,27
1994,"ESP","BIH",50,64,"distant",437.08,1438,18
2021,"ESP","BLR",50,86,"distant",5.39,1439,23
1994,"ESP","BLZ",50,352,"distant",4.44,1440,13
2016,"ESP","BOL",50,428,"distant",1176.22,1441,34
1994,"ESP","BRA",50,431,"distant",337.54,1442,33
2011,"ESP","BTN",50,630,"distant",0.22,1443,2
2001,"ESP","BWA",50,227,"distant",0.41,1444,8
2018,"ESP","CAF",50,231,"distant",25.59,1445,27
1992,"ESP","CHN",50,730,"distant",1131.15,1446,23
1991,"ESP","CIV",50,247,"distant",593.75,1447,29
2019,"ESP","CMR",50,229,"distant",139.25,1448,19
1992,"ESP","COD",50,235,"distant",573.98,1449,34
1990,"ESP","COG",50,234,"distant",302.96,1450,24
2014,"ESP","COL",50,437,"distant",1092.07,1451,32
2018,"ESP","COM",50,233,"distant",0.17,1452,5
1997,"ESP","CPV",50,230,"distant",150.53,1453,29
2014,"ESP","CRI",50,336,"distant",158.45,1454,27
2009,"ESP","CUB",50,338,"distant",2713.84,1455,34
1999,"ESP","CYP",50,30,"distant",0.29,1456,11
2012,"ESP","DJI",50,274,"distant",8.13,1457,8
2021,"ESP","DMA",50,378,"distant",0.4,1458,6
2012,"ESP","DOM",50,340,"distant",520.27,1459,32
1988,"ESP","DZA",50,130,"adjacent",581.92,1460,23
2020,"ESP","ECU",50,440,"distant",859.96,1461,30
2004,"ESP","EGY",50,142,"distant",256.24,1462,26
2003,"ESP","ERI",50,271,"distant",13.7,1463,25
2015,"ESP","ETH",50,238,"distant",391.52,1464,31
2001,"ESP","FJI",50,832,"distant",0.01,1465,1
2001,"ESP","FSM",50,860,"distant",0.29,1466,3
1998,"ESP","GAB",50,239,"distant",4.87,1467,29
2004,"ESP","GEO",50,612,"distant",46.16,1468,24
1990,"ESP","GHA",50,241,"distant",189.23,1469,24
1997,"ESP","GIN",50,243,"distant",82.84,1470,27
2011,"ESP","GMB",50,240,"distant",34.27,1471,21
2020,"ESP","GNB",50,244,"distant",103.26,1472,31
1992,"ESP","GNQ",50,245,"distant",375.42,1473,34
2004,"ESP","GRD",50,381,"distant",0.94,1474,3
2020,"ESP","GTM",50,347,"distant",1413,1475,33
2010,"ESP","GUY",50,446,"distant",2.94,1476,7
2019,"ESP","HND",50,351,"distant",1086,1477,34
2003,"ESP","HRV",50,62,"distant",8.73,1478,15
1989,"ESP","HTI",50,349,"distant",620.32,1479,32
1997,"ESP","IDN",50,738,"distant",486.24,1480,20
2004,"ESP","IND",50,645,"distant",213,1481,30
2003,"ESP","IRN",50,540,"distant",39.42,1482,29
2008,"ESP","IRQ",50,543,"distant",661.89,1483,31
1997,"ESP","ISR",50,546,"distant",4.86,1484,15
2019,"ESP","JAM",50,354,"distant",8.13,1485,32
2021,"ESP","JOR",50,549,"distant",147.9,1486,30
1996,"ESP","KAZ",50,613,"distant",50.37,1487,16
1992,"ESP","KEN",50,248,"distant",198.55,1488,24
2004,"ESP","KGZ",50,614,"distant",6.65,1489,22
2001,"ESP","KHM",50,728,"distant",121.11,1490,18
1995,"ESP","KOR",50,742,"distant",0.89,1491,12
2003,"ESP","KWT",50,552,"distant",0.38,1492,3
2008,"ESP","LAO",50,745,"distant",2.11,1493,6
2009,"ESP","LBN",50,555,"distant",309.42,1494,33
2020,"ESP","LBR",50,251,"distant",47.2,1495,25
1995,"ESP","LBY",50,133,"distant",14.32,1496,26
2019,"ESP","LCA",50,383,"distant",0.72,1497,8
2005,"ESP","LKA",50,640,"distant",71.12,1498,9
1991,"ESP","LSO",50,249,"distant",17.47,1499,6
1997,"ESP","MAR",50,136,"adjacent",1431.31,1500,33
1997,"ESP","MDA",50,93,"distant",3.86,1501,25
2005,"ESP","MDG",50,252,"distant",268.22,1502,24
2006,"ESP","MDV",50,655,"distant",0.73,1503,3
2017,"ESP","MEX",50,358,"distant",687.71,1504,16
2020,"ESP","MHL",50,859,"distant",0.1,1505,1
2010,"ESP","MKD",50,66,"distant",15.44,1506,15
2008,"ESP","MLI",50,255,"distant",299.51,1507,31
1994,"ESP","MLT",50,45,"distant",0.54,1508,14
2013,"ESP","MMR",50,635,"distant",10.31,1509,8
2006,"ESP","MNE",50,65,"distant",7.17,1510,6
1998,"ESP","MNG",50,753,"distant",24.64,1511,9
1998,"ESP","MOZ",50,259,"distant",737.49,1512,34
2021,"ESP","MRT",50,256,"distant",403.05,1513,34
2007,"ESP","MUS",50,257,"distant",2.28,1514,7
1997,"ESP","MWI",50,253,"distant",30.83,1515,26
2004,"ESP","MYS",50,751,"distant",10.27,1516,17
1991,"ESP","NAM",50,275,"distant",117.33,1517,24
2017,"ESP","NER",50,260,"distant",243.15,1518,28
2011,"ESP","NGA",50,261,"distant",194.9,1519,29
2013,"ESP","NIC",50,364,"distant",1761.76,1520,34
2010,"ESP","NPL",50,660,"distant",56.15,1521,30
2008,"ESP","PAK",50,665,"distant",116.66,1522,28
1995,"ESP","PAN",50,366,"distant",162.51,1523,26
2017,"ESP","PER",50,454,"distant",1203.21,1524,33
2015,"ESP","PHL",50,755,"distant",375.11,1525,33
2016,"ESP","PLW",50,861,"distant",0.31,1526,2
2004,"ESP","PNG",50,862,"distant",1.38,1527,6
2003,"ESP","PRK",50,740,"distant",4.38,1528,8
2021,"ESP","PRY",50,451,"distant",300.68,1529,32
2021,"ESP","PSE",50,550,"distant",974.25,1530,29
1999,"ESP","RWA",50,266,"distant",107.29,1531,32
1989,"ESP","SAU",50,566,"distant",0.01,1532,1
1998,"ESP","SDN",50,278,"distant",214.22,1533,34
2007,"ESP","SEN",50,269,"distant",622.96,1534,33
2008,"ESP","SLB",50,866,"distant",0.31,1535,1
2013,"ESP","SLE",50,272,"distant",35.23,1536,29
2006,"ESP","SLV",50,342,"distant",1028.62,1537,34
2019,"ESP","SOM",50,273,"distant",115.76,1538,21
2003,"ESP","SRB",50,63,"distant",167.67,1539,17
2013,"ESP","SSD",50,279,"distant",11.69,1540,10
1999,"ESP","STP",50,268,"distant",19.25,1541,31
2021,"ESP","SUR",50,457,"distant",0.61,1542,4
2003,"ESP","SVN",50,61,"distant",0.6,1543,7
2014,"ESP","SWZ",50,280,"distant",1.21,1544,4
1997,"ESP","SYR",50,573,"distant",271.55,1545,33
2016,"ESP","TCD",50,232,"distant",82.67,1546,27
2008,"ESP","TGO",50,283,"distant",111.91,1547,30
2012,"ESP","THA",50,764,"distant",11.29,1548,30
2019,"ESP","TJK",50,615,"distant",12.48,1549,15
2017,"ESP","TKM",50,616,"distant",0.17,1550,6
2011,"ESP","TLS",50,765,"distant",58.73,1551,16
2020,"ESP","TON",50,870,"distant",0.23,1552,3
2009,"ESP","TUN",50,139,"distant",537.82,1553,27
2016,"ESP","TUR",50,55,"distant",665.95,1554,22
2020,"ESP","TUV",50,872,"distant",0.03,1555,3
2006,"ESP","TZA",50,282,"distant",103.48,1556,34
2012,"ESP","UGA",50,285,"distant",124.45,1557,27
2015,"ESP","UKR",50,85,"distant",107.02,1558,27
2021,"ESP","UZB",50,617,"distant",16.76,1559,18
2021,"ESP","VCT",50,384,"distant",0.43,1560,3
1999,"ESP","VEN",50,463,"distant",480,1561,28
2000,"ESP","VNM",50,769,"distant",227.63,1562,18
2011,"ESP","VUT",50,854,"distant",0.24,1563,8
2013,"ESP","WSM",50,880,"distant",0.26,1564,6
2003,"ESP","YEM",50,580,"distant",51.91,1565,20
2017,"ESP","ZAF",50,218,"distant",19.14,1566,28
1996,"ESP","ZMB",50,288,"distant",19.53,1567,25
2021,"ESP","ZWE",50,265,"distant",51.91,1568,32
2020,"EST","AFG",82,625,"distant",20.3,1569,16
2015,"EST","ALB",82,71,"distant",0.31,1570,9
2002,"EST","ARM",82,610,"distant",0.73,1571,14
2006,"EST","AZE",82,611,"distant",0.29,1572,12
2020,"EST","BFA",82,287,"distant",0.3,1573,1
2019,"EST","BGD",82,666,"distant",0.33,1574,6
2010,"EST","BIH",82,64,"distant",0.76,1575,10
2011,"EST","BLR",82,86,"distant",4.07,1576,16
2018,"EST","BLZ",82,352,"distant",0.03,1577,1
2015,"EST","BRA",82,431,"distant",0.01,1578,1
2014,"EST","CAF",82,231,"distant",0.36,1579,3
2020,"EST","CHN",82,730,"distant",0.03,1580,1
2015,"EST","CIV",82,247,"distant",0.1,1581,3
2012,"EST","COD",82,235,"distant",0.09,1582,2
2013,"EST","CUB",82,338,"distant",0.02,1583,2
2016,"EST","ECU",82,440,"distant",0.02,1584,1
2014,"EST","EGY",82,142,"distant",0.08,1585,3
2014,"EST","ERI",82,271,"distant",0.01,1586,1
2018,"EST","ETH",82,238,"distant",0.32,1587,7
2016,"EST","FJI",82,832,"distant",0.13,1588,2
2020,"EST","GEO",82,612,"distant",13.8,1589,20
2020,"EST","GHA",82,241,"distant",1.05,1590,7
2014,"EST","GIN",82,243,"distant",0.03,1591,2
2021,"EST","GMB",82,240,"distant",0.47,1592,3
2006,"EST","HRV",82,62,"distant",0.01,1593,1
2016,"EST","HTI",82,349,"distant",0.74,1594,2
2006,"EST","IDN",82,738,"distant",0.42,1595,2
2001,"EST","IND",82,645,"distant",0.24,1596,3
2004,"EST","IRN",82,540,"distant",0.04,1597,2
2003,"EST","IRQ",82,543,"distant",1.75,1598,12
2013,"EST","JOR",82,549,"distant",1.12,1599,7
2005,"EST","KAZ",82,613,"distant",0.07,1600,5
2016,"EST","KEN",82,248,"distant",1.52,1601,8
2021,"EST","KGZ",82,614,"distant",1.83,1602,12
2020,"EST","LBN",82,555,"distant",0.92,1603,5
2013,"EST","LBY",82,133,"distant",0.45,1604,6
2014,"EST","MDA",82,93,"distant",10.75,1605,19
2010,"EST","MKD",82,66,"distant",0.47,1606,13
2019,"EST","MLI",82,255,"distant",0.47,1607,4
2019,"EST","MMR",82,635,"distant",0.19,1608,4
2007,"EST","MNE",82,65,"distant",0.03,1609,3
2013,"EST","MNG",82,753,"distant",0.01,1610,1
2019,"EST","MOZ",82,259,"distant",0.03,1611,1
2021,"EST","MUS",82,257,"distant",0.01,1612,1
2021,"EST","NAM",82,275,"distant",0.28,1613,1
2012,"EST","NER",82,260,"distant",0.09,1614,1
2017,"EST","NGA",82,261,"distant",0.09,1615,2
2014,"EST","NPL",82,660,"distant",0.08,1616,2
2011,"EST","PAK",82,665,"distant",0.77,1617,5
2013,"EST","PHL",82,755,"distant",0.63,1618,4
2012,"EST","PSE",82,550,"distant",3.29,1619,12
2021,"EST","RWA",82,266,"distant",0.71,1620,1
2014,"EST","SDN",82,278,"distant",0.71,1621,9
2014,"EST","SEN",82,269,"distant",0.08,1622,2
2017,"EST","SLE",82,272,"distant",0.11,1623,3
2020,"EST","SOM",82,273,"distant",0.44,1624,6
2006,"EST","SRB",82,63,"distant",0.25,1625,9
2011,"EST","SSD",82,279,"distant",0.57,1626,5
2015,"EST","STP",82,268,"distant",0.01,1627,1
2016,"EST","SYR",82,573,"distant",4.14,1628,10
2013,"EST","TCD",82,232,"distant",0.15,1629,2
2005,"EST","THA",82,764,"distant",0.05,1630,1
2015,"EST","TJK",82,615,"distant",0.38,1631,7
2006,"EST","TKM",82,616,"distant",0.01,1632,1
2016,"EST","TUN",82,139,"distant",0.27,1633,4
2013,"EST","TUR",82,55,"distant",5.68,1634,10
2015,"EST","TUV",82,872,"distant",0.01,1635,1
2015,"EST","UGA",82,285,"distant",1.9,1636,9
2002,"EST","UKR",82,85,"distant",25.23,1637,22
2018,"EST","UZB",82,617,"distant",0.47,1638,7
2019,"EST","VEN",82,463,"distant",0.06,1639,1
2015,"EST","VUT",82,854,"distant",0.06,1640,1
2018,"EST","YEM",82,580,"distant",0.58,1641,9
2011,"EST","ZMB",82,288,"distant",0.04,1642,2
2001,"FIN","AFG",18,625,"distant",542.16,1643,34
1991,"FIN","AGO",18,225,"distant",53.59,1644,29
2008,"FIN","ALB",18,71,"distant",14.21,1645,32
1989,"FIN","ARE",18,576,"distant",0.07,1646,2
2010,"FIN","ARG",18,425,"distant",3.79,1647,31
2017,"FIN","ARM",18,610,"distant",3.71,1648,22
2011,"FIN","ATG",18,377,"distant",0.1,1649,5
2005,"FIN","AZE",18,611,"distant",5.27,1650,25
2018,"FIN","BDI",18,228,"distant",20.17,1651,28
2015,"FIN","BEN",18,236,"distant",3.65,1652,22
1995,"FIN","BFA",18,287,"distant",15.2,1653,28
2007,"FIN","BGD",18,666,"distant",109.84,1654,34
1998,"FIN","BIH",18,64,"distant",97.9,1655,26
2013,"FIN","BLR",18,86,"distant",4.65,1656,23
2006,"FIN","BLZ",18,352,"distant",0.32,1657,11
2013,"FIN","BOL",18,428,"distant",16.88,1658,34
1990,"FIN","BRA",18,431,"distant",20,1659,33
1991,"FIN","BTN",18,630,"distant",4.89,1660,25
2020,"FIN","BWA",18,227,"distant",12.28,1661,33
2020,"FIN","CAF",18,231,"distant",34.39,1662,17
2008,"FIN","CHN",18,730,"distant",243.67,1663,33
1990,"FIN","CIV",18,247,"distant",8.06,1664,22
1994,"FIN","CMR",18,229,"distant",10.1,1665,31
2017,"FIN","COD",18,235,"distant",97.32,1666,33
2011,"FIN","COG",18,234,"distant",0.87,1667,15
2019,"FIN","COL",18,437,"distant",36.67,1668,34
1993,"FIN","COM",18,233,"distant",0.32,1669,7
1988,"FIN","CPV",18,230,"distant",1.04,1670,2
2001,"FIN","CRI",18,336,"distant",9.65,1671,20
1991,"FIN","CUB",18,338,"distant",3.15,1672,23
2015,"FIN","DJI",18,274,"distant",0.41,1673,13
2010,"FIN","DMA",18,378,"distant",0.04,1674,2
